movie_id,title,status,year,revenue,budget,budget to rev,popularity,genre,production_countries
5520739.0,The Sailor Takes a Wife,Released,1945.0,2559000.0,1012000,2.528656126,0.981,Comedy,United States of America
4521130.0,It's a Wonderful Life,Released,1946.0,9644124.0,3180000,3.032743396,26.492,Drama,United States of America
4524203.0,The Big Sleep,Released,1946.0,4900000.0,1600000,3.0625,22.279,Horror,United States of America
4522951.0,Notorious,Released,1946.0,24500000.0,2000000,12.25,17.03,Horror,United States of America
4530316.0,Song of the South,Released,1946.0,65000000.0,2125000,30.58823529,16.863,Family,United States of America
4525877.0,The Best Years of Our Lives,Released,1946.0,23650000.0,2100000,11.26190476,15.903,Drama,United States of America
4529055.0,The Postman Always Rings Twice,Released,1946.0,5086000.0,1683000,3.021984551,15.079,Horror,United States of America
4527892.0,My Darling Clementine,Released,1946.0,2750000.0,2000000,1.375,13.206,Action,United States of America
4526314.0,Gilda,Released,1946.0,6000000.0,2000000,3.0,12.578,Romance,United States of America
4526249.0,The Stranger,Released,1946.0,322000000.0," $1,034,000.00 ",311.4119923,11.504,Horror,United States of America
